Andrew Cuomo	http://www.ontheissues.org/Andrew_Cuomo.htm
Mario Cuomo	http://www.ontheissues.org/Mario_Cuomo.htm
Al D'Amato	http://www.ontheissues.org/Senate/Al_D_Amato.htm
Pat Danner	http://www.ontheissues.org/House/Pat_Danner.htm
Tom Daschle	http://www.ontheissues.org/Senate/Tom_Daschle.htm
Artur Davis	http://www.OnTheIssues.org/House/Artur_Davis.htm
Danny Davis	http://www.ontheissues.org/IL/Danny_Davis.htm
Gray Davis	http://www.ontheissues.org/Gray_Davis.htm
Jim Davis	http://www.ontheissues.org/FL/Jim_Davis.htm
Jo Ann Davis	http://www.ontheissues.org/VA/Jo_Ann_Davis.htm
Lincoln Davis	http://www.OnTheIssues.org/House/Lincoln_Davis.htm
Susan Davis	http://www.ontheissues.org/CA/Susan_Davis.htm
Tom Davis	http://www.ontheissues.org/VA/Tom_Davis.htm
Mark Dayton	http://www.ontheissues.org/Senate/Mark_Dayton.htm
Nathan Deal	http://www.ontheissues.org/GA/Nathan_Deal.htm
Howard Dean	http://www.ontheissues.org/Howard_Dean.htm
Peter Defazio	http://www.ontheissues.org/House/Peter_Defazio.htm
Diana DeGette	http://www.ontheissues.org/House/Diana_DeGette.htm
Bill Delahunt	http://www.ontheissues.org/MA/Bill_Delahunt.htm
Rosa DeLauro	http://www.ontheissues.org/House/Rosa_DeLauro.htm
Tom DeLay	http://www.ontheissues.org/TX/Tom_DeLay.htm
Jim DeMint	http://www.ontheissues.org/House/Jim_DeMint.htm
Peter Deutsch	http://www.ontheissues.org/FL/Peter_Deutsch.htm
Mike DeWine	http://www.ontheissues.org/Senate/Mike_DeWine.htm
Jim Dexter	http://www.ontheissues.org/Senate2000/Jim_Dexter.htm
Lincoln Diaz-Balart	http://www.ontheissues.org/FL/Lincoln_Diaz-Balart.htm
Mario Diaz-Balart	http://www.OnTheIssues.org/FL/Mario_Diaz-Balart.htm
Jay Dickey	http://www.ontheissues.org/House/Jay_Dickey.htm
Norm Dicks	http://www.ontheissues.org/House/Norm_Dicks.htm
Donny DiFrancesco	http://www.ontheissues.org/Donny_DiFrancesco.htm
John Dingell	http://www.ontheissues.org/MI/John_Dingell.htm
Julian Dixon	http://www.ontheissues.org/CA/Julian_Dixon.htm
