nickname	birthplace	money_raised	n_earmark_requested	n_vote_received	govtrack_id	n_bills_debated	amt_earmark_received	n_bills_enacted	amt_earmark_requested	wikipedia_url	pct_indiv	nominate	last_elected_year	pct_spent	pct_self	pct_pac	words_per_speech	bills_sponsored	religion	n_speeches	education	n_bills_introduced	pct_vote_received	n_bills_cosponsored	predictability	n_earmark_received
Emanuel	"Waxahachie, TX"	248140	26	136149	400639	2	38302300	1	36078000	http://en.wikipedia.org/wiki/Emanuel_Cleaver	0.496675	-0.48	2006	0.812622	0	0.502837	830	"[""http://watchdog.net/b/us/109/h1890#it"",""http://watchdog.net/b/us/109/h1891#it"",""http://watchdog.net/b/us/109/h1892#it"",""http://watchdog.net/b/us/109/h1881#it"",""http://watchdog.net/b/us/109/h1882#it"",""http://watchdog.net/b/us/109/h1880#it"",""http://watchdog.net/b/us/109/h1883#it"",""http://watchdog.net/b/us/109/h1884#it"",""http://watchdog.net/b/us/109/h1885#it"",""http://watchdog.net/b/us/109/h1893#it"",""http://watchdog.net/b/us/109/h1894#it"",""http://watchdog.net/b/us/109/h1895#it"",""http://watchdog.net/b/us/109/h1896#it"",""http://watchdog.net/b/us/109/h1886#it"",""http://watchdog.net/b/us/109/h1887#it"",""http://watchdog.net/b/us/109/h1888#it"",""http://watchdog.net/b/us/109/h1889#it"",""http://watchdog.net/b/us/109/h1900#it"",""http://watchdog.net/b/us/109/h1901#it"",""http://watchdog.net/b/us/109/h1897#it"",""http://watchdog.net/b/us/109/h1899#it"",""http://watchdog.net/b/us/109/h5338#it"",""http://watchdog.net/b/us/109/h5747#it"",""http://watchdog.net/b/us/109/hc240#it"",""http://watchdog.net/b/us/109/hc277#it"",""http://watchdog.net/b/us/109/hr259#it"",""http://watchdog.net/b/us/109/hr347#it"",""http://watchdog.net/b/us/109/hr879#it"",""http://watchdog.net/b/us/110/h277#it"",""http://watchdog.net/b/us/110/h3572#it"",""http://watchdog.net/b/us/110/h3634#it"",""http://watchdog.net/b/us/110/h4610#it"",""http://watchdog.net/b/us/110/h4587#it"",""http://watchdog.net/b/us/110/h4588#it"",""http://watchdog.net/b/us/110/h4589#it"",""http://watchdog.net/b/us/110/h4590#it"",""http://watchdog.net/b/us/110/h4591#it"",""http://watchdog.net/b/us/110/h4592#it"",""http://watchdog.net/b/us/110/h4593#it"",""http://watchdog.net/b/us/110/h4594#it"",""http://watchdog.net/b/us/110/h4595#it"",""http://watchdog.net/b/us/110/h4596#it"",""http://watchdog.net/b/us/110/h4597#it"",""http://watchdog.net/b/us/110/h4598#it"",""http://watchdog.net/b/us/110/h4599#it"",""http://watchdog.net/b/us/110/h4600#it"",""http://watchdog.net/b/us/110/h4601#it"",""http://watchdog.net/b/us/110/h4602#it"",""http://watchdog.net/b/us/110/h4603#it"",""http://watchdog.net/b/us/110/h4604#it"",""http://watchdog.net/b/us/110/h4605#it"",""http://watchdog.net/b/us/110/h4606#it"",""http://watchdog.net/b/us/110/h4607#it"",""http://watchdog.net/b/us/110/h4608#it"",""http://watchdog.net/b/us/110/h4609#it"",""http://watchdog.net/b/us/110/h5456#it"",""http://watchdog.net/b/us/110/h5457#it"",""http://watchdog.net/b/us/110/h5458#it"",""http://watchdog.net/b/us/110/h5459#it"",""http://watchdog.net/b/us/110/h5625#it"",""http://watchdog.net/b/us/110/h6198#it"",""http://watchdog.net/b/us/110/h6960#it"",""http://watchdog.net/b/us/110/h7243#it"",""http://watchdog.net/b/us/110/h7312#it"",""http://watchdog.net/b/us/110/hc114#it"",""http://watchdog.net/b/us/110/hc292#it"",""http://watchdog.net/b/us/110/hc84#it"",""http://watchdog.net/b/us/110/hr118#it"",""http://watchdog.net/b/us/110/hr53#it""]"	Methodist	4	"MDiv, Saint Paul School of Theology, 1974; BS, Sociology, Prairie View A & M University."	59	64	619	0.967885	25
Bill	"Washington, DC"				412309					http://en.wikipedia.org/wiki/Bill_Posey								[]	Methodist		"AA, Brevard Community College, 1969."					
W. Todd	"Manhattan, NY"	615157	18	176452	400005	6	40645000	0	41546000	http://en.wikipedia.org/wiki/Todd_Akin	0.7431	0.722	2006	0.520366	0	0.21851	717	"[""http://watchdog.net/b/us/108/h1772#it"",""http://watchdog.net/b/us/108/h2028#it"",""http://watchdog.net/b/us/108/h2444#it"",""http://watchdog.net/b/us/108/hc367#it"",""http://watchdog.net/b/us/108/hc407#it"",""http://watchdog.net/b/us/108/hr153#it"",""http://watchdog.net/b/us/109/h3011#it"",""http://watchdog.net/b/us/109/h3898#it"",""http://watchdog.net/b/us/109/h3939#it"",""http://watchdog.net/b/us/109/h4581#it"",""http://watchdog.net/b/us/109/h5955#it"",""http://watchdog.net/b/us/109/h6204#it"",""http://watchdog.net/b/us/109/hj84#it"",""http://watchdog.net/b/us/110/h2134#it"",""http://watchdog.net/b/us/110/h2898#it"",""http://watchdog.net/b/us/110/h5677#it"",""http://watchdog.net/b/us/110/h6023#it"",""http://watchdog.net/b/us/110/h6168#it"",""http://watchdog.net/b/us/110/h6169#it"",""http://watchdog.net/b/us/110/h6207#it"",""http://watchdog.net/b/us/110/h6208#it"",""http://watchdog.net/b/us/110/hc120#it"",""http://watchdog.net/b/us/110/hc284#it"",""http://watchdog.net/b/us/110/hc434#it"",""http://watchdog.net/b/us/110/hr598#it"",""http://watchdog.net/b/us/109/h2389#it"",""http://watchdog.net/b/us/110/h699#it""]"	Christian	7	"MDiv, Covenant Seminary, 1985; BS, Management Engineering, Worchester Polytechnic Institute, 1971."	21	61	725	0.948634	18
Leonard	"Harrison County, MO"	1163268	28	115769	400042	2	33079600	2	29072600	http://en.wikipedia.org/wiki/Leonard_Boswell	0.354823	-0.288	2006	0.486566	0	0.641443	793	"[""http://watchdog.net/b/us/108/h1593#it"",""http://watchdog.net/b/us/108/h2219#it"",""http://watchdog.net/b/us/108/h2624#it"",""http://watchdog.net/b/us/108/h3899#it"",""http://watchdog.net/b/us/108/h4254#it"",""http://watchdog.net/b/us/108/h4304#it"",""http://watchdog.net/b/us/108/h5355#it"",""http://watchdog.net/b/us/108/h719#it"",""http://watchdog.net/b/us/109/h2659#it"",""http://watchdog.net/b/us/109/h3466#it"",""http://watchdog.net/b/us/109/h4527#it"",""http://watchdog.net/b/us/109/h4713#it"",""http://watchdog.net/b/us/109/h4714#it"",""http://watchdog.net/b/us/109/h4828#it"",""http://watchdog.net/b/us/109/h5431#it"",""http://watchdog.net/b/us/109/h5771#it"",""http://watchdog.net/b/us/109/h5982#it"",""http://watchdog.net/b/us/109/h5981#it"",""http://watchdog.net/b/us/109/hr584#it"",""http://watchdog.net/b/us/110/h1045#it"",""http://watchdog.net/b/us/110/h2426#it"",""http://watchdog.net/b/us/110/h2737#it"",""http://watchdog.net/b/us/110/h3322#it"",""http://watchdog.net/b/us/110/h3483#it"",""http://watchdog.net/b/us/110/h3751#it"",""http://watchdog.net/b/us/110/h3802#it"",""http://watchdog.net/b/us/110/h3982#it"",""http://watchdog.net/b/us/110/h4204#it"",""http://watchdog.net/b/us/110/h4855#it"",""http://watchdog.net/b/us/110/h5158#it"",""http://watchdog.net/b/us/110/h5223#it"",""http://watchdog.net/b/us/110/h5373#it"",""http://watchdog.net/b/us/110/h5858#it"",""http://watchdog.net/b/us/110/h6692#it"",""http://watchdog.net/b/us/110/h6912#it"",""http://watchdog.net/b/us/110/hr1428#it"",""http://watchdog.net/b/us/110/hr684#it"",""http://watchdog.net/b/us/110/h2135#it"",""http://watchdog.net/b/us/110/h327#it""]"	Community of Christ	3	"BA, Business Administration, Graceland College, 1969; Attended, Army Aviation Helicopter Flight School; Attended, Army Command and General Staff College; Attended, Army Fixed Wing Flight School; Attended, Artillery Officers Candidate School."	56	52	1254	0.954496	27
Rob	"Kaysville, UT"	131292	29	112546	400029	9	142723000	1	156217500	http://en.wikipedia.org/wiki/Rob_Bishop	0.485407	0.607	2006	0.707926	0	0.510694	690	"[""http://watchdog.net/b/us/108/h2909#it"",""http://watchdog.net/b/us/108/h511#it"",""http://watchdog.net/b/us/108/h512#it"",""http://watchdog.net/b/us/109/h1503#it"",""http://watchdog.net/b/us/109/h1504#it"",""http://watchdog.net/b/us/109/h3462#it"",""http://watchdog.net/b/us/109/h3463#it"",""http://watchdog.net/b/us/109/h3464#it"",""http://watchdog.net/b/us/109/h3626#it"",""http://watchdog.net/b/us/109/h4810#it"",""http://watchdog.net/b/us/109/hr1047#it"",""http://watchdog.net/b/us/109/hr1101#it"",""http://watchdog.net/b/us/109/hr126#it"",""http://watchdog.net/b/us/109/hr254#it"",""http://watchdog.net/b/us/109/hr287#it"",""http://watchdog.net/b/us/109/hr319#it"",""http://watchdog.net/b/us/109/hr365#it"",""http://watchdog.net/b/us/109/hr351#it"",""http://watchdog.net/b/us/109/hr379#it"",""http://watchdog.net/b/us/109/hr392#it"",""http://watchdog.net/b/us/109/hr455#it"",""http://watchdog.net/b/us/109/hr741#it"",""http://watchdog.net/b/us/109/hr742#it"",""http://watchdog.net/b/us/109/hr816#it"",""http://watchdog.net/b/us/109/hr818#it"",""http://watchdog.net/b/us/109/hr835#it"",""http://watchdog.net/b/us/109/hr849#it"",""http://watchdog.net/b/us/109/hr946#it"",""http://watchdog.net/b/us/109/hr947#it"",""http://watchdog.net/b/us/109/hr951#it"",""http://watchdog.net/b/us/110/h1258#it"",""http://watchdog.net/b/us/110/h2777#it"",""http://watchdog.net/b/us/110/h2959#it"",""http://watchdog.net/b/us/110/h3473#it"",""http://watchdog.net/b/us/110/h3651#it"",""http://watchdog.net/b/us/110/h3614#it"",""http://watchdog.net/b/us/110/h3849#it"",""http://watchdog.net/b/us/110/h6384#it"",""http://watchdog.net/b/us/110/h838#it"",""http://watchdog.net/b/us/110/h839#it"",""http://watchdog.net/b/us/110/hr1121#it""]"	Mormon	5	"BA, Political Science, University of Utah, 1974."	20	63	477	0.92562	29
Thomas	"Marinette, WI"	461823	11	0	400318	1	21609000	1	20538000	http://en.wikipedia.org/wiki/Tom_Petri	0.202783	0.561	2006	0.441357	0	0.699365	556	"[""http://watchdog.net/b/us/108/h1070#it"",""http://watchdog.net/b/us/108/h156#it"",""http://watchdog.net/b/us/108/h157#it"",""http://watchdog.net/b/us/108/h1893#it"",""http://watchdog.net/b/us/108/h2336#it"",""http://watchdog.net/b/us/108/h312#it"",""http://watchdog.net/b/us/108/h4219#it"",""http://watchdog.net/b/us/108/h4370#it"",""http://watchdog.net/b/us/108/h490#it"",""http://watchdog.net/b/us/108/h5181#it"",""http://watchdog.net/b/us/108/h520#it"",""http://watchdog.net/b/us/108/h618#it"",""http://watchdog.net/b/us/108/h838#it"",""http://watchdog.net/b/us/108/hc368#it"",""http://watchdog.net/b/us/108/hc379#it"",""http://watchdog.net/b/us/109/h1425#it"",""http://watchdog.net/b/us/109/h1617#it"",""http://watchdog.net/b/us/109/h1800#it"",""http://watchdog.net/b/us/109/h2198#it"",""http://watchdog.net/b/us/109/h2858#it"",""http://watchdog.net/b/us/109/h4239#it"",""http://watchdog.net/b/us/109/h491#it"",""http://watchdog.net/b/us/109/h5168#it"",""http://watchdog.net/b/us/109/h5537#it"",""http://watchdog.net/b/us/109/h582#it"",""http://watchdog.net/b/us/109/h6084#it"",""http://watchdog.net/b/us/109/h6334#it"",""http://watchdog.net/b/us/109/h958#it"",""http://watchdog.net/b/us/110/h1482#it"",""http://watchdog.net/b/us/110/h1298#it"",""http://watchdog.net/b/us/110/h1827#it"",""http://watchdog.net/b/us/110/h2004#it"",""http://watchdog.net/b/us/110/h2465#it"",""http://watchdog.net/b/us/110/h3979#it"",""http://watchdog.net/b/us/110/h4035#it"",""http://watchdog.net/b/us/110/h4686#it"",""http://watchdog.net/b/us/110/h5934#it"",""http://watchdog.net/b/us/110/h711#it"",""http://watchdog.net/b/us/110/h795#it"",""http://watchdog.net/b/us/110/hr1278#it""]"	Lutheran	1	"JD, Harvard Law School, 1965; AB, Harvard College, 1962."	101	100	1188	0.830819	11
Elijah	"Baltimore, MD"	598113	41	0	400090	16	49213850	10	94677250	http://en.wikipedia.org/wiki/Elijah_Cummings	0.402317	-0.466	2006	0.594985	0	0.524316	603	"[""http://watchdog.net/b/us/108/h1599#it"",""http://watchdog.net/b/us/108/h2424#it"",""http://watchdog.net/b/us/108/h3267#it"",""http://watchdog.net/b/us/108/h3268#it"",""http://watchdog.net/b/us/108/h3459#it"",""http://watchdog.net/b/us/108/h4147#it"",""http://watchdog.net/b/us/108/h4184#it"",""http://watchdog.net/b/us/108/h4261#it"",""http://watchdog.net/b/us/108/h5246#it"",""http://watchdog.net/b/us/108/h5258#it"",""http://watchdog.net/b/us/108/h5311#it"",""http://watchdog.net/b/us/108/hc140#it"",""http://watchdog.net/b/us/108/hc187#it"",""http://watchdog.net/b/us/108/hc208#it"",""http://watchdog.net/b/us/108/hc495#it"",""http://watchdog.net/b/us/108/hj52#it"",""http://watchdog.net/b/us/108/hr82#it"",""http://watchdog.net/b/us/109/h1686#it"",""http://watchdog.net/b/us/109/h1764#it"",""http://watchdog.net/b/us/109/h2891#it"",""http://watchdog.net/b/us/109/h3438#it"",""http://watchdog.net/b/us/109/h4027#it"",""http://watchdog.net/b/us/109/h4107#it"",""http://watchdog.net/b/us/109/h4108#it"",""http://watchdog.net/b/us/109/h4109#it"",""http://watchdog.net/b/us/109/h4533#it"",""http://watchdog.net/b/us/109/h5878#it"",""http://watchdog.net/b/us/109/h686#it"",""http://watchdog.net/b/us/109/h812#it"",""http://watchdog.net/b/us/109/h908#it"",""http://watchdog.net/b/us/109/h909#it"",""http://watchdog.net/b/us/109/hr863#it"",""http://watchdog.net/b/us/110/h1499#it"",""http://watchdog.net/b/us/110/h1985#it"",""http://watchdog.net/b/us/110/h2371#it"",""http://watchdog.net/b/us/110/h2615#it"",""http://watchdog.net/b/us/110/h2722#it"",""http://watchdog.net/b/us/110/h2884#it"",""http://watchdog.net/b/us/110/h3563#it"",""http://watchdog.net/b/us/110/h4214#it"",""http://watchdog.net/b/us/110/h439#it"",""http://watchdog.net/b/us/110/h5279#it"",""http://watchdog.net/b/us/110/h5549#it"",""http://watchdog.net/b/us/110/h582#it"",""http://watchdog.net/b/us/110/h6999#it"",""http://watchdog.net/b/us/110/h99#it"",""http://watchdog.net/b/us/110/hc127#it"",""http://watchdog.net/b/us/110/hc138#it"",""http://watchdog.net/b/us/110/hc310#it"",""http://watchdog.net/b/us/110/hr1159#it"",""http://watchdog.net/b/us/110/hr353#it"",""http://watchdog.net/b/us/110/hr526#it"",""http://watchdog.net/b/us/110/hr536#it"",""http://watchdog.net/b/us/110/hr870#it"",""http://watchdog.net/b/us/110/h933#it""]"	Baptist	11	"JD, University of Maryland School of Law, 1976; BA, Political Science, Howard University, 1973."	66	100	2330	0.982398	37
Lynn	"Seattle, WA"	477357	21	173190	400436	9	28761200	1	29205000	http://en.wikipedia.org/wiki/Lynn_Woolsey	0.577572	-0.736	2006	0.885511	0.00251384	0.414164	601	"[""http://watchdog.net/b/us/108/h1295#it"",""http://watchdog.net/b/us/108/h1343#it"",""http://watchdog.net/b/us/108/h1657#it"",""http://watchdog.net/b/us/108/h2299#it"",""http://watchdog.net/b/us/108/h2300#it"",""http://watchdog.net/b/us/108/h2656#it"",""http://watchdog.net/b/us/108/h2987#it"",""http://watchdog.net/b/us/108/h3780#it"",""http://watchdog.net/b/us/108/h3965#it"",""http://watchdog.net/b/us/108/h4469#it"",""http://watchdog.net/b/us/108/h4765#it"",""http://watchdog.net/b/us/108/h5352#it"",""http://watchdog.net/b/us/108/hc392#it"",""http://watchdog.net/b/us/108/hr21#it"",""http://watchdog.net/b/us/108/hr291#it"",""http://watchdog.net/b/us/109/h1589#it"",""http://watchdog.net/b/us/109/h1672#it"",""http://watchdog.net/b/us/109/h1712#it"",""http://watchdog.net/b/us/109/h4470#it"",""http://watchdog.net/b/us/109/h4898#it"",""http://watchdog.net/b/us/109/h5011#it"",""http://watchdog.net/b/us/109/h5167#it"",""http://watchdog.net/b/us/109/h5875#it"",""http://watchdog.net/b/us/109/h6059#it"",""http://watchdog.net/b/us/109/h606#it"",""http://watchdog.net/b/us/109/h737#it"",""http://watchdog.net/b/us/109/h987#it"",""http://watchdog.net/b/us/109/hc158#it"",""http://watchdog.net/b/us/109/hc207#it"",""http://watchdog.net/b/us/109/hc35#it"",""http://watchdog.net/b/us/109/hr1110#it"",""http://watchdog.net/b/us/109/hr373#it"",""http://watchdog.net/b/us/109/hr67#it"",""http://watchdog.net/b/us/109/hr735#it"",""http://watchdog.net/b/us/110/h1004#it"",""http://watchdog.net/b/us/110/h1187#it"",""http://watchdog.net/b/us/110/h1363#it"",""http://watchdog.net/b/us/110/h1396#it"",""http://watchdog.net/b/us/110/h1702#it"",""http://watchdog.net/b/us/110/h2049#it"",""http://watchdog.net/b/us/110/h2392#it"",""http://watchdog.net/b/us/110/h2637#it"",""http://watchdog.net/b/us/110/h2667#it"",""http://watchdog.net/b/us/110/h3091#it"",""http://watchdog.net/b/us/110/h3481#it"",""http://watchdog.net/b/us/110/h3582#it"",""http://watchdog.net/b/us/110/h3606#it"",""http://watchdog.net/b/us/110/h4047#it"",""http://watchdog.net/b/us/110/h4067#it"",""http://watchdog.net/b/us/110/h4100#it"",""http://watchdog.net/b/us/110/h508#it"",""http://watchdog.net/b/us/110/h5507#it"",""http://watchdog.net/b/us/110/h5844#it"",""http://watchdog.net/b/us/110/h5925#it"",""http://watchdog.net/b/us/110/h6326#it"",""http://watchdog.net/b/us/110/h6504#it"",""http://watchdog.net/b/us/110/h715#it"",""http://watchdog.net/b/us/110/h716#it"",""http://watchdog.net/b/us/110/hc95#it"",""http://watchdog.net/b/us/110/hr101#it"",""http://watchdog.net/b/us/110/hr1021#it"",""http://watchdog.net/b/us/110/hr226#it"",""http://watchdog.net/b/us/110/hr227#it"",""http://watchdog.net/b/us/110/hr376#it"",""http://watchdog.net/b/us/110/hr68#it"",""http://watchdog.net/b/us/110/hr868#it"",""http://watchdog.net/b/us/110/h2693#it""]"	Presbyterian	27	"BS, Human Resources, Organizational Behavior, University of San Francisco, 1981; Attended, Business, University of Washington, 1955-1957."	108	70	3491	0.96868	20
John	"Detroit, MI"	668236	33	158755	400080	32	29989900	9	36584400	http://en.wikipedia.org/wiki/John_Conyers	0.430082	-0.729	2006	0.998047	0	0.530501	1570	"[""http://watchdog.net/b/us/108/h1116#it"",""http://watchdog.net/b/us/108/h1219#it"",""http://watchdog.net/b/us/108/h1223#it"",""http://watchdog.net/b/us/108/h1228#it"",""http://watchdog.net/b/us/108/h1268#it"",""http://watchdog.net/b/us/108/h1508#it"",""http://watchdog.net/b/us/110/h4611#it"",""http://watchdog.net/b/us/108/h2212#it"",""http://watchdog.net/b/us/108/h2213#it"",""http://watchdog.net/b/us/108/h259#it"",""http://watchdog.net/b/us/108/h260#it"",""http://watchdog.net/b/us/108/h2609#it"",""http://watchdog.net/b/us/108/h2752#it"",""http://watchdog.net/b/us/108/h2867#it"",""http://watchdog.net/b/us/108/h3084#it"",""http://watchdog.net/b/us/108/h3569#it"",""http://watchdog.net/b/us/108/h3794#it"",""http://watchdog.net/b/us/108/h3847#it"",""http://watchdog.net/b/us/108/h394#it"",""http://watchdog.net/b/us/108/h40#it"",""http://watchdog.net/b/us/108/h4105#it"",""http://watchdog.net/b/us/108/h4106#it"",""http://watchdog.net/b/us/108/h4204#it"",""http://watchdog.net/b/us/108/h4665#it"",""http://watchdog.net/b/us/108/h47#it"",""http://watchdog.net/b/us/108/h4728#it"",""http://watchdog.net/b/us/108/h5075#it"",""http://watchdog.net/b/us/108/h5386#it"",""http://watchdog.net/b/us/108/h676#it"",""http://watchdog.net/b/us/108/hc221#it"",""http://watchdog.net/b/us/108/hc223#it"",""http://watchdog.net/b/us/108/hc281#it"",""http://watchdog.net/b/us/108/hc295#it"",""http://watchdog.net/b/us/108/hc414#it"",""http://watchdog.net/b/us/108/hc99#it"",""http://watchdog.net/b/us/108/hj67#it"",""http://watchdog.net/b/us/108/hr392#it"",""http://watchdog.net/b/us/108/hr419#it"",""http://watchdog.net/b/us/108/hr679#it"",""http://watchdog.net/b/us/108/hr689#it"",""http://watchdog.net/b/us/108/hr699#it"",""http://watchdog.net/b/us/108/hr700#it"",""http://watchdog.net/b/us/109/h1225#it"",""http://watchdog.net/b/us/109/h1228#it"",""http://watchdog.net/b/us/109/h1269#it"",""http://watchdog.net/b/us/109/h1300#it"",""http://watchdog.net/b/us/109/h24#it"",""http://watchdog.net/b/us/109/h2662#it"",""http://watchdog.net/b/us/109/h3359#it"",""http://watchdog.net/b/us/109/h3541#it"",""http://watchdog.net/b/us/109/h3681#it"",""http://watchdog.net/b/us/109/h3697#it"",""http://watchdog.net/b/us/109/h40#it"",""http://watchdog.net/b/us/109/h4148#it"",""http://watchdog.net/b/us/109/h4202#it"",""http://watchdog.net/b/us/109/h4395#it"",""http://watchdog.net/b/us/109/h4506#it"",""http://watchdog.net/b/us/109/h5113#it"",""http://watchdog.net/b/us/109/h5223#it"",""http://watchdog.net/b/us/109/h5279#it"",""http://watchdog.net/b/us/109/h533#it"",""http://watchdog.net/b/us/109/h5770#it"",""http://watchdog.net/b/us/109/h5961#it"",""http://watchdog.net/b/us/109/h6182#it"",""http://watchdog.net/b/us/109/h63#it"",""http://watchdog.net/b/us/109/h676#it"",""http://watchdog.net/b/us/109/h695#it"",""http://watchdog.net/b/us/109/h696#it"",""http://watchdog.net/b/us/109/hc176#it"",""http://watchdog.net/b/us/109/hc208#it"",""http://watchdog.net/b/us/109/hc286#it"",""http://watchdog.net/b/us/109/hc292#it"",""http://watchdog.net/b/us/109/hc300#it"",""http://watchdog.net/b/us/109/hc317#it"",""http://watchdog.net/b/us/109/hc393#it"",""http://watchdog.net/b/us/109/hc53#it"",""http://watchdog.net/b/us/109/hj2#it"",""http://watchdog.net/b/us/109/hr1043#it"",""http://watchdog.net/b/us/109/hr1090#it"",""http://watchdog.net/b/us/109/hr136#it"",""http://watchdog.net/b/us/109/hr156#it"",""http://watchdog.net/b/us/109/hr160#it"",""http://watchdog.net/b/us/109/hr253#it"",""http://watchdog.net/b/us/109/hr288#it"",""http://watchdog.net/b/us/109/hr635#it"",""http://watchdog.net/b/us/109/hr636#it"",""http://watchdog.net/b/us/109/hr637#it"",""http://watchdog.net/b/us/109/hr643#it"",""http://watchdog.net/b/us/109/hr933#it"",""http://watchdog.net/b/us/110/h1130#it"",""http://watchdog.net/b/us/110/h1566#it"",""http://watchdog.net/b/us/110/h1619#it"",""http://watchdog.net/b/us/110/h1995#it"",""http://watchdog.net/b/us/110/h2264#it"",""http://watchdog.net/b/us/110/h3073#it"",""http://watchdog.net/b/us/110/h3172#it"",""http://watchdog.net/b/us/110/h3387#it"",""http://watchdog.net/b/us/110/h3652#it"",""http://watchdog.net/b/us/110/h3679#it"",""http://watchdog.net/b/us/110/h378#it"",""http://watchdog.net/b/us/110/h40#it"",""http://watchdog.net/b/us/110/h410#it"",""http://watchdog.net/b/us/110/h4175#it"",""http://watchdog.net/b/us/110/h4279#it"",""http://watchdog.net/b/us/110/h4779#it"",""http://watchdog.net/b/us/110/h4780#it"",""http://watchdog.net/b/us/110/h5038#it"",""http://watchdog.net/b/us/110/h5104#it"",""http://watchdog.net/b/us/110/h5349#it"",""http://watchdog.net/b/us/110/h5546#it"",""http://watchdog.net/b/us/110/h5938#it"",""http://watchdog.net/b/us/110/h5994#it"",""http://watchdog.net/b/us/110/h6088#it"",""http://watchdog.net/b/us/110/h6509#it"",""http://watchdog.net/b/us/110/h6597#it"",""http://watchdog.net/b/us/110/h6598#it"",""http://watchdog.net/b/us/110/h660#it"",""http://watchdog.net/b/us/110/h6613#it"",""http://watchdog.net/b/us/110/h6845#it"",""http://watchdog.net/b/us/110/h7136#it"",""http://watchdog.net/b/us/110/h7328#it"",""http://watchdog.net/b/us/110/h742#it"",""http://watchdog.net/b/us/110/hc270#it"",""http://watchdog.net/b/us/110/hc327#it"",""http://watchdog.net/b/us/110/hc396#it"",""http://watchdog.net/b/us/110/hr1246#it"",""http://watchdog.net/b/us/110/hr1251#it"",""http://watchdog.net/b/us/110/hr1448#it"",""http://watchdog.net/b/us/110/hr176#it"",""http://watchdog.net/b/us/110/hr668#it"",""http://watchdog.net/b/us/110/hr979#it"",""http://watchdog.net/b/us/110/hr980#it"",""http://watchdog.net/b/us/110/h676#it"",""http://watchdog.net/b/us/110/h3678#it"",""http://watchdog.net/b/us/110/h2316#it"",""http://watchdog.net/b/us/110/h1592#it"",""http://watchdog.net/b/us/110/h3773#it"",""http://watchdog.net/b/us/110/h3753#it""]"	Baptist	11	"J.D., Wayne State Law School, 1958; B.A., Wayne State University, 1957."	191	85	2708	0.9748	30
Adam		322301	37	119038	400379	4	51980300	1	75124300	http://en.wikipedia.org/wiki/Adam_Smith_(politician)	0.334997	-0.308	2006	1.15507	0	0.590631	2177	"[""http://watchdog.net/b/us/108/h1162#it"",""http://watchdog.net/b/us/108/h1500#it"",""http://watchdog.net/b/us/108/h2267#it"",""http://watchdog.net/b/us/108/h2467#it"",""http://watchdog.net/b/us/108/h2764#it"",""http://watchdog.net/b/us/108/h2902#it"",""http://watchdog.net/b/us/108/h2903#it"",""http://watchdog.net/b/us/108/h2904#it"",""http://watchdog.net/b/us/108/h3761#it"",""http://watchdog.net/b/us/108/h3762#it"",""http://watchdog.net/b/us/108/h3881#it"",""http://watchdog.net/b/us/108/h4272#it"",""http://watchdog.net/b/us/108/h4362#it"",""http://watchdog.net/b/us/108/h4753#it"",""http://watchdog.net/b/us/108/h855#it"",""http://watchdog.net/b/us/109/h2860#it"",""http://watchdog.net/b/us/109/h3396#it"",""http://watchdog.net/b/us/109/h3605#it"",""http://watchdog.net/b/us/109/h4156#it"",""http://watchdog.net/b/us/109/h4468#it"",""http://watchdog.net/b/us/109/h4609#it"",""http://watchdog.net/b/us/109/h5949#it"",""http://watchdog.net/b/us/109/h868#it"",""http://watchdog.net/b/us/109/h973#it"",""http://watchdog.net/b/us/109/h974#it"",""http://watchdog.net/b/us/109/hc236#it"",""http://watchdog.net/b/us/110/h1259#it"",""http://watchdog.net/b/us/110/h2043#it"",""http://watchdog.net/b/us/110/h3801#it"",""http://watchdog.net/b/us/110/h4247#it"",""http://watchdog.net/b/us/110/h5953#it"",""http://watchdog.net/b/us/110/h7117#it"",""http://watchdog.net/b/us/110/h7118#it"",""http://watchdog.net/b/us/110/hr911#it"",""http://watchdog.net/b/us/110/h1302#it""]"	Christian	2	"JD, University of Washington School of Law, 1990; BA, Political Science, Fordham University, 1987."	49	66	1337	0.957001	36
Peter	"Hinsdale, IL"	1388640	13	91382	412202	1	4799500	0	51587500	http://en.wikipedia.org/wiki/Peter_Roskam	0.520656	0.538	2006	0.368629	0	0.457131	1300	"[""http://watchdog.net/b/us/110/h1249#it"",""http://watchdog.net/b/us/110/h1967#it"",""http://watchdog.net/b/us/110/h3151#it"",""http://watchdog.net/b/us/110/h3504#it"",""http://watchdog.net/b/us/110/h3505#it"",""http://watchdog.net/b/us/110/h4036#it"",""http://watchdog.net/b/us/110/h5330#it"",""http://watchdog.net/b/us/110/h5827#it"",""http://watchdog.net/b/us/110/h6476#it"",""http://watchdog.net/b/us/110/h6824#it"",""http://watchdog.net/b/us/110/h6868#it"",""http://watchdog.net/b/us/110/h7268#it"",""http://watchdog.net/b/us/110/hr1380#it"",""http://watchdog.net/b/us/110/hr1412#it"",""http://watchdog.net/b/us/110/hr605#it"",""http://watchdog.net/b/us/110/hr843#it"",""http://watchdog.net/b/us/111/h281#it""]"	Protestant	4	"JD, Illinois Institute of Technology; BA, University of Illinois."	12	51	179	0.915033	9
